budget_fraction,budget_max_count,pre_refresh_candidate_count,candidate_count,selected_count,actual_active_fraction,mean_selected_support_risk_rank,first_pass_count,second_pass_count,selected_patch_consecutive_overlap_count,selected_patch_consecutive_overlap_fraction,support_cell_count,support_fraction,blocked_local_change_cell_count,blocked_local_change_fraction,blocked_wet_creation_count,raw_local_new_wet_fraction,depth_guard_activation_fraction,depth_guard_mean_abs_clip_m,depth_guard_max_abs_clip_m,roi_scoring_runtime_ms,local_correction_runtime_ms,support_guard_runtime_ms,depth_guard_runtime_ms,method,time_s,selected_patch_ids
0.1,19,110,92,19,0.10400410441760918,0.7851674641148326,19,0,0,0.0,10242,0.07842806931564962,12245,0.9015608894124577,407,0.003116600684580101,0.0,0.0,0.0,1.7023999971570447,72.05379998777062,2.2446000075433403,0.883299988345243,RiskTemporal_B10,620,219;217;105;29;158;178;4;58;35;103;171;49;213;78;68;91;165;60;241
0.1,19,111,92,19,0.07048724644117894,0.7994310099573256,19,0,0,0.0,10200,0.07810645450299025,7695,0.8359587180879956,478,0.0036602828678852293,0.0,0.0,0.0,1.7642000020714477,71.28060000832193,1.6310000064549968,0.6208999984664842,RiskTemporal_B10,630,90;13;3;84;57;174;202;46;251;104;34;36;23;93;44;170;177;156;66
0.1,19,108,91,19,0.08949315037023992,0.7509746588693956,19,0,0,0.0,10207,0.07816005697176681,10440,0.8933002481389578,476,0.0036449678768062117,0.0,0.0,0.0,1.7537999956402928,71.57689999439754,1.6307000041706488,0.6234000029508024,RiskTemporal_B10,640,217;29;157;219;105;20;103;178;51;171;49;58;213;78;91;100;206;165;128
0.1,19,108,89,19,0.07354258716144298,0.7743664717348927,19,0,0,0.0,10157,0.07777718219479138,8569,0.8922324031653478,828,0.006340406306713326,0.0,0.0,0.0,1.737800004775636,71.32119999732822,1.6122000088216737,0.5784000095445663,RiskTemporal_B10,650,13;3;84;90;46;57;158;201;35;235;104;232;161;156;60;66;229;23;133
0.1,19,107,88,19,0.10568875343630112,0.7575012297097885,19,0,0,0.0,10129,0.07756277231968513,12509,0.9063179249384147,439,0.0033616405418443844,0.0,0.0,0.0,1.7840000073192641,71.13260000187438,1.6141000087372959,0.647900000330992,RiskTemporal_B10,660,219;217;29;157;58;206;178;103;105;20;34;171;213;78;91;100;165;225;128
0.1,19,108,89,19,0.06241624614253662,0.7894736842105263,19,0,0,0.0,10060,0.07703440512745902,6690,0.8207581891792418,711,0.005444479328590791,0.0,0.0,0.0,1.7268000083277002,72.16700000572018,1.7699000018183142,0.5892000044696033,RiskTemporal_B10,670,13;90;3;84;202;46;57;174;35;49;88;147;44;121;161;235;102;232;229
0.1,19,107,89,19,0.08093972785260853,0.7840629611411707,19,0,0,0.0,10057,0.07701143264084048,9554,0.9038789025543993,392,0.0030017382514874683,0.0,0.0,0.0,1.709599993773736,71.36349999927916,1.5896999975666404,0.5973999941488728,RiskTemporal_B10,680,217;29;219;158;206;178;36;105;103;58;4;171;50;213;100;128;10;78;91
0.1,19,106,88,19,0.08149872502699267,0.7576961271102283,19,0,0,0.0,10057,0.07701143264084048,8899,0.836136427698957,930,0.0071214708517432284,0.0,0.0,0.0,1.7107000021496788,73.22690000000875,1.6273000073852018,0.6225999968592077,RiskTemporal_B10,690,90;13;3;84;46;157;57;218;35;104;49;216;44;161;135;102;229;23;170
0.1,19,105,87,19,0.07893346402125721,0.7804511278195488,19,0,0,0.0,10034,0.07683531024343178,9280,0.9002716336825767,492,0.0037674878054383535,0.0,0.0,0.0,1.6546999977435917,71.57129999541212,2.2951000137254596,0.5805999971926212,RiskTemporal_B10,700,217;29;174;4;103;178;58;206;66;105;171;235;147;36;78;213;100;34;128
0.1,19,106,87,19,0.08552656768077432,0.7452830188679245,19,0,0,0.0,10007,0.07662855786386505,9476,0.8484197331900797,769,0.005888614069882304,0.0,0.0,0.0,2.4670000129844993,73.34300001093652,1.6842999903019518,0.9895000112010166,RiskTemporal_B10,710,13;90;3;84;57;158;201;46;35;104;93;44;49;155;215;102;229;23;177
0.1,19,108,89,19,0.0903431323751254,0.7933723196881092,19,0,0,0.0,10016,0.07669747532372062,10671,0.9044753348025089,332,0.0025422885191169376,0.0,0.0,0.0,1.7060000100173056,72.02400000824127,1.600699994014576,0.6233000021893531,RiskTemporal_B10,720,217;14;219;58;157;206;20;178;105;103;51;192;171;147;213;100;60;91;78
