method,scenario_id,time_s,budget_fraction,selected_patch_count,eligible_patch_count,active_cell_coverage_fraction
RandomPerfect_B05,JILONG_EI_0019,910,0.05,10,182,0.049750748520188987
RandomPerfect_B05,JILONG_EI_0019,920,0.05,10,182,0.07467589650129029
RandomPerfect_B05,JILONG_EI_0019,930,0.05,10,182,0.056573577045891374
RandomPerfect_B05,JILONG_EI_0019,940,0.05,10,182,0.04622064307647541
RandomPerfect_B05,JILONG_EI_0019,950,0.05,10,182,0.07570965839912398
RandomPerfect_B05,JILONG_EI_0019,960,0.05,10,182,0.016785230222603396
RandomPerfect_B05,JILONG_EI_0019,970,0.05,10,182,0.04082210872112167
RandomPerfect_B05,JILONG_EI_0019,980,0.05,10,182,0.06463691984899418
RandomPerfect_B05,JILONG_EI_0019,990,0.05,10,182,0.04160317326615157
RandomPerfect_B05,JILONG_EI_0019,1000,0.05,10,182,0.10046634147835609
RandomPerfect_B05,JILONG_EI_0019,1010,0.05,10,182,0.036472651254680646
RandomPerfect_B05,JILONG_EI_0019,1020,0.05,10,182,0.06037935232902727
RandomPerfect_B05,JILONG_EI_0019,1030,0.05,10,182,0.03859377751912459
RandomPerfect_B05,JILONG_EI_0019,1040,0.05,10,182,0.019978405862578586
RandomPerfect_B05,JILONG_EI_0019,1050,0.05,10,182,0.06084645955693731
RandomPerfect_B05,JILONG_EI_0019,1060,0.05,10,182,0.0660382415327243
RandomPerfect_B05,JILONG_EI_0019,1070,0.05,10,182,0.052614651851965295
RandomPerfect_B05,JILONG_EI_0019,1080,0.05,10,182,0.07475247145668537
RandomPerfect_B05,JILONG_EI_0019,1090,0.05,10,182,0.05110612523068205
RandomPerfect_B05,JILONG_EI_0019,1100,0.05,10,182,0.041120751047162514
RandomPerfect_B05,JILONG_EI_0019,1110,0.05,10,182,0.08027352574067126
RandomPerfect_B05,JILONG_EI_0019,1120,0.05,10,182,0.05663483701020744
RandomPerfect_B05,JILONG_EI_0019,1130,0.05,10,182,0.06315902320986898
RandomPerfect_B05,JILONG_EI_0019,1140,0.05,10,182,0.07466058151021127
RandomPerfect_B05,JILONG_EI_0019,1150,0.05,10,182,0.01597353569541546
RandomPerfect_B05,JILONG_EI_0019,1160,0.05,10,182,0.02514721535174706
RandomPerfect_B05,JILONG_EI_0019,1170,0.05,10,182,0.013408274689679993
RandomPerfect_B05,JILONG_EI_0019,1180,0.05,10,182,0.05842669096645251
RandomPerfect_B05,JILONG_EI_0019,1190,0.05,10,182,0.03730731826848711
RandomPerfect_B05,JILONG_EI_0019,1200,0.05,10,182,0.05157323245859209
RandomPerfect_B05,JILONG_EI_0019,1210,0.05,10,182,0.05508802291122666
RandomPerfect_B05,JILONG_EI_0019,1220,0.05,10,182,0.08042667565146143
RandomPerfect_B05,JILONG_EI_0019,1230,0.05,10,182,0.05445245078144742
RandomPerfect_B05,JILONG_EI_0019,1240,0.05,10,182,0.10421851429271542
RandomPerfect_B05,JILONG_EI_0019,1250,0.05,10,182,0.0398955517608411
RandomPerfect_B05,JILONG_EI_0019,1260,0.05,10,182,0.07341240973727133
RandomPerfect_B05,JILONG_EI_0019,1270,0.05,10,182,0.06764631559602116
RandomPerfect_B05,JILONG_EI_0019,1280,0.05,10,182,0.06609184400150087
RandomPerfect_B05,JILONG_EI_0019,1290,0.05,10,182,0.0477674571754562
RandomPerfect_B05,JILONG_EI_0019,1300,0.05,10,182,0.05399300104907689
RandomPerfect_B05,JILONG_EI_0019,1310,0.05,10,182,0.052645281834123335
RandomPerfect_B05,JILONG_EI_0019,1320,0.05,10,182,0.05851092341738711
RandomPerfect_B05,JILONG_EI_0019,1330,0.05,10,182,0.051619177431829144
RandomPerfect_B05,JILONG_EI_0019,1340,0.05,10,182,0.06044826978888285
RandomPerfect_B05,JILONG_EI_0019,1350,0.05,10,182,0.04074553376572658
RandomPerfect_B05,JILONG_EI_0019,1360,0.05,10,182,0.0260507998254091
RandomPerfect_B05,JILONG_EI_0019,1370,0.05,10,182,0.05229303703930593
RandomPerfect_B05,JILONG_EI_0019,1380,0.05,10,182,0.04061535634155493
RandomPerfect_B05,JILONG_EI_0019,1390,0.05,10,182,0.0919129189607247
RandomPerfect_B05,JILONG_EI_0019,1400,0.05,10,182,0.06172707154398083
RandomPerfect_B05,JILONG_EI_0019,1410,0.05,10,182,0.03282002588233492
RandomPerfect_B05,JILONG_EI_0019,1420,0.05,10,182,0.019174368830930155
RandomPerfect_B05,JILONG_EI_0019,1430,0.05,10,182,0.05379390616504966
RandomPerfect_B05,JILONG_EI_0019,1440,0.05,10,182,0.027597613924389888
RandomPerfect_B05,JILONG_EI_0029,10,0.05,10,182,0.03553843679886057
RandomPerfect_B05,JILONG_EI_0029,20,0.05,10,182,0.07602361571624384
RandomPerfect_B05,JILONG_EI_0029,30,0.05,10,182,0.041970733052047994
RandomPerfect_B05,JILONG_EI_0029,40,0.05,10,182,0.04155722829291452
RandomPerfect_B05,JILONG_EI_0029,50,0.05,10,182,0.1312035285739446
RandomPerfect_B05,JILONG_EI_0029,60,0.05,10,182,0.0604099823111853
RandomPerfect_B05,JILONG_EI_0029,70,0.05,10,182,0.04122029848917613
RandomPerfect_B05,JILONG_EI_0029,80,0.05,10,182,0.05194079224448852
RandomPerfect_B05,JILONG_EI_0029,90,0.05,10,182,0.059537027819681294
RandomPerfect_B05,JILONG_EI_0029,100,0.05,10,182,0.05472046312533023
RandomPerfect_B05,JILONG_EI_0029,110,0.05,10,182,0.13210711304760664
RandomPerfect_B05,JILONG_EI_0029,120,0.05,10,182,0.033800185311392054
RandomPerfect_B05,JILONG_EI_0029,130,0.05,10,182,0.02772779134856154
RandomPerfect_B05,JILONG_EI_0029,140,0.05,10,182,0.08018929328973666
RandomPerfect_B05,JILONG_EI_0029,150,0.05,10,182,0.03376955532923402
RandomPerfect_B05,JILONG_EI_0029,160,0.05,10,182,0.04521751116079975
RandomPerfect_B05,JILONG_EI_0029,170,0.05,10,182,0.05782940631437082
RandomPerfect_B05,JILONG_EI_0029,180,0.05,10,182,0.06130590928930784
RandomPerfect_B05,JILONG_EI_0029,190,0.05,10,182,0.034542962378724416
RandomPerfect_B05,JILONG_EI_0029,200,0.05,10,182,0.0307218721045095
RandomPerfect_B05,JILONG_EI_0029,210,0.05,10,182,0.07064805384750864
RandomPerfect_B05,JILONG_EI_0029,220,0.05,10,182,0.04773682719329816
RandomPerfect_B05,JILONG_EI_0029,230,0.05,10,182,0.033532172967509245
RandomPerfect_B05,JILONG_EI_0029,240,0.05,10,182,0.021509904970480356
RandomPerfect_B05,JILONG_EI_0029,250,0.05,10,182,0.05680330191207664
RandomPerfect_B05,JILONG_EI_0029,260,0.05,10,182,0.03447404491886884
RandomPerfect_B05,JILONG_EI_0029,270,0.05,10,182,0.04613641062554081
RandomPerfect_B05,JILONG_EI_0029,280,0.05,10,182,0.07209532050447581
RandomPerfect_B05,JILONG_EI_0029,290,0.05,10,182,0.04789763459962785
RandomPerfect_B05,JILONG_EI_0029,300,0.05,10,182,0.02400624851636024
RandomPerfect_B05,JILONG_EI_0029,310,0.05,10,182,0.05812804864041167
RandomPerfect_B05,JILONG_EI_0029,320,0.05,10,182,0.06505808210366718
RandomPerfect_B05,JILONG_EI_0029,330,0.05,10,182,0.03690147100489314
RandomPerfect_B05,JILONG_EI_0029,340,0.05,10,182,0.05012596580162492
RandomPerfect_B05,JILONG_EI_0029,350,0.05,10,182,0.03308803822621773
RandomPerfect_B05,JILONG_EI_0029,360,0.05,10,182,0.06027214739147414
RandomPerfect_B05,JILONG_EI_0029,370,0.05,10,182,0.05324256648620502
RandomPerfect_B05,JILONG_EI_0029,380,0.05,10,182,0.04236126532456295
RandomPerfect_B05,JILONG_EI_0029,390,0.05,10,182,0.07690422770328736
RandomPerfect_B05,JILONG_EI_0029,400,0.05,10,182,0.0382491902198467
RandomPerfect_B05,JILONG_EI_0029,410,0.05,10,182,0.04575353584856537
RandomPerfect_B05,JILONG_EI_0029,420,0.05,10,182,0.04030905651997458
RandomPerfect_B05,JILONG_EI_0029,430,0.05,10,182,0.08743328407011203
