support_cell_count,support_fraction,blocked_local_change_cell_count,blocked_local_change_fraction,blocked_wet_creation_count,raw_local_new_wet_fraction,method,scenario_id,time_s,budget,mean_support_fraction,mean_blocked_new_wet_cells_per_step,total_blocked_new_wet_cells,fraction_steps_with_blocked_new_wet,mean_blocked_local_change_fraction
9891.0,0.075740288381282,7785.0,0.8821529745042493,227.0,0.0017382514874685,LearnedSupportGuard_B10,JILONG_EI_0009,1420.0,B10,,,,,
9821.0,0.0752042636935164,12451.0,0.9169980851377229,388.0,0.0029711082693294,LearnedSupportGuard_B10,JILONG_EI_0009,1430.0,B10,,,,,
9760.0,0.0747371564656063,10145.0,0.9228600018193396,459.0,0.0035147904526345,LearnedSupportGuard_B10,JILONG_EI_0009,1440.0,B10,,,,,
,,,,,,LearnedSupportGuard_B10,JILONG_EI_0009,,B10,0.0910051334999264,850.3819444444445,122455.0,1.0,0.9078934702155208
7978.0,0.0610914994142015,15215.0,0.8433100543177031,223.0,0.0017076215053104,LearnedSupportGuard_B10,JILONG_EI_0029,10.0,B10,,,,,
7894.0,0.0604482697888828,17501.0,0.944927379731116,442.0,0.0033846130284629,LearnedSupportGuard_B10,JILONG_EI_0029,20.0,B10,,,,,
8377.0,0.0641468401344656,9205.0,0.9632691502720804,312.0,0.0023891386083267,LearnedSupportGuard_B10,JILONG_EI_0029,30.0,B10,,,,,
8856.0,0.0678147804978903,9353.0,0.9570244551314848,123.0,0.0009418719513595,LearnedSupportGuard_B10,JILONG_EI_0029,40.0,B10,,,,,
9116.0,0.0698057293381626,16715.0,0.960025271380162,247.0,0.0018914013982586,LearnedSupportGuard_B10,JILONG_EI_0029,50.0,B10,,,,,
9359.0,0.0716665007542633,9459.0,0.87397209646124,532.0,0.0040737876270187,LearnedSupportGuard_B10,JILONG_EI_0029,60.0,B10,,,,,
9823.0,0.0752195786845954,13574.0,0.9641309752113076,443.0,0.0033922705240024,LearnedSupportGuard_B10,JILONG_EI_0029,70.0,B10,,,,,
10905.0,0.083504988858344,16896.0,0.9541450192003614,294.0,0.0022513036886156,LearnedSupportGuard_B10,JILONG_EI_0029,80.0,B10,,,,,
11984.0,0.091767426545474,12770.0,0.8791738382099827,1064.0,0.0081475752540374,LearnedSupportGuard_B10,JILONG_EI_0029,90.0,B10,,,,,
12144.0,0.0929926258317954,9152.0,0.8710383553821262,310.0,0.0023738236172477,LearnedSupportGuard_B10,JILONG_EI_0029,100.0,B10,,,,,
12112.0,0.0927475859745311,17150.0,0.9522487506940588,374.0,0.0028639033317763,LearnedSupportGuard_B10,JILONG_EI_0029,110.0,B10,,,,,
11986.0,0.091782741536553,14573.0,0.9549803407601573,333.0,0.0025499460146564,LearnedSupportGuard_B10,JILONG_EI_0029,120.0,B10,,,,,
12073.0,0.0924489436484903,11469.0,0.8859107060095782,958.0,0.0073358807268494,LearnedSupportGuard_B10,JILONG_EI_0029,130.0,B10,,,,,
11988.0,0.091798056527632,5432.0,0.9724310776942356,155.0,0.0011869118086238,LearnedSupportGuard_B10,JILONG_EI_0029,140.0,B10,,,,,
